,state,county_and_city,censusIncome,B19013_001E,B23025_002E,B23025_003E,B23025_004E,B23025_005E,B23025_006E,B23025_007E
252,Oregon,Jackson County,"                                                    B19013_001E  B23025_002E  \
Jackson County, Oregon: Summary level: 050, sta...        56450       101034   

                                                    B23025_003E  B23025_004E  \
Jackson County, Oregon: Summary level: 050, sta...       100807        95442   

                                                    B23025_005E  B23025_006E  \
Jackson County, Oregon: Summary level: 050, sta...         5365          227   

                                                    B23025_007E  
Jackson County, Oregon: Summary level: 050, sta...        80264  ",56450,101034.0,100807.0,95442.0,5365.0,227.0,80264.0
253,Alabama,Montgomery County,"                                                    B19013_001E  B23025_002E  \
Montgomery County, Alabama: Summary level: 050,...        53117       113652   

                                                    B23025_003E  B23025_004E  \
Montgomery County, Alabama: Summary level: 050,...       110741       104491   

                                                    B23025_005E  B23025_006E  \
Montgomery County, Alabama: Summary level: 050,...         6250         2911   

                                                    B23025_007E  
Montgomery County, Alabama: Summary level: 050,...        64850  ",53117,113652.0,110741.0,104491.0,6250.0,2911.0,64850.0
254,Alabama,Marshall County,"                                                    B19013_001E  B23025_002E  \
Marshall County, Alabama: Summary level: 050, s...        49467        42667   

                                                    B23025_003E  B23025_004E  \
Marshall County, Alabama: Summary level: 050, s...        42667        41717   

                                                    B23025_005E  B23025_006E  \
Marshall County, Alabama: Summary level: 050, s...          950            0   

                                                    B23025_007E  
Marshall County, Alabama: Summary level: 050, s...        32768  ",49467,42667.0,42667.0,41717.0,950.0,0.0,32768.0
255,Alabama,Madison County,"                                                    B19013_001E  B23025_002E  \
Madison County, Alabama: Summary level: 050, st...        67930       195878   

                                                    B23025_003E  B23025_004E  \
Madison County, Alabama: Summary level: 050, st...       194375       187518   

                                                    B23025_005E  B23025_006E  \
Madison County, Alabama: Summary level: 050, st...         6857         1503   

                                                    B23025_007E  
Madison County, Alabama: Summary level: 050, st...       104242  ",67930,195878.0,194375.0,187518.0,6857.0,1503.0,104242.0
256,Alaska,Fairbanks North Star Borough,"                                                    B19013_001E  B23025_002E  \
Fairbanks North Star Borough, Alaska: Summary l...        72065        52480   

                                                    B23025_003E  B23025_004E  \
Fairbanks North Star Borough, Alaska: Summary l...        45363        43756   

                                                    B23025_005E  B23025_006E  \
Fairbanks North Star Borough, Alaska: Summary l...         1607         7117   

                                                    B23025_007E  
Fairbanks North Star Borough, Alaska: Summary l...        23783  ",72065,52480.0,45363.0,43756.0,1607.0,7117.0,23783.0
257,Georgia,Paulding County,"                                                    B19013_001E  B23025_002E  \
Paulding County, Georgia: Summary level: 050, s...        75800        83391   

                                                    B23025_003E  B23025_004E  \
Paulding County, Georgia: Summary level: 050, s...        83227        79424   

                                                    B23025_005E  B23025_006E  \
Paulding County, Georgia: Summary level: 050, s...         3803          164   

                                                    B23025_007E  
Paulding County, Georgia: Summary level: 050, s...        48107  ",75800,83391.0,83227.0,79424.0,3803.0,164.0,48107.0
258,Georgia,Richmond County,"                                                    B19013_001E  B23025_002E  \
Richmond County, Georgia: Summary level: 050, s...        44973        96412   

                                                    B23025_003E  B23025_004E  \
Richmond County, Georgia: Summary level: 050, s...        88792        83670   

                                                    B23025_005E  B23025_006E  \
Richmond County, Georgia: Summary level: 050, s...         5122         7620   

                                                    B23025_007E  
Richmond County, Georgia: Summary level: 050, s...        65453  ",44973,96412.0,88792.0,83670.0,5122.0,7620.0,65453.0
259,Georgia,Walker County,"                                                    B19013_001E  B23025_002E  \
Walker County, Georgia: Summary level: 050, sta...        47856        32705   

                                                    B23025_003E  B23025_004E  \
Walker County, Georgia: Summary level: 050, sta...        32668        30463   

                                                    B23025_005E  B23025_006E  \
Walker County, Georgia: Summary level: 050, sta...         2205           37   

                                                    B23025_007E  
Walker County, Georgia: Summary level: 050, sta...        23808  ",47856,32705.0,32668.0,30463.0,2205.0,37.0,23808.0
260,Georgia,Gwinnett County,"                                                    B19013_001E  B23025_002E  \
Gwinnett County, Georgia: Summary level: 050, s...        72109       490879   

                                                    B23025_003E  B23025_004E  \
Gwinnett County, Georgia: Summary level: 050, s...       490231       474393   

                                                    B23025_005E  B23025_006E  \
Gwinnett County, Georgia: Summary level: 050, s...        15838          648   

                                                    B23025_007E  
Gwinnett County, Georgia: Summary level: 050, s...       226872  ",72109,490879.0,490231.0,474393.0,15838.0,648.0,226872.0
261,Georgia,Barrow County,"                                                    B19013_001E  B23025_002E  \
Barrow County, Georgia: Summary level: 050, sta...        69890        41438   

                                                    B23025_003E  B23025_004E  \
Barrow County, Georgia: Summary level: 050, sta...        41438        39569   

                                                    B23025_005E  B23025_006E  \
Barrow County, Georgia: Summary level: 050, sta...         1869            0   

                                                    B23025_007E  
Barrow County, Georgia: Summary level: 050, sta...        22582  ",69890,41438.0,41438.0,39569.0,1869.0,0.0,22582.0
262,Georgia,Bartow County,"                                                    B19013_001E  B23025_002E  \
Bartow County, Georgia: Summary level: 050, sta...        59911        50993   

                                                    B23025_003E  B23025_004E  \
Bartow County, Georgia: Summary level: 050, sta...        50993        48713   

                                                    B23025_005E  B23025_006E  \
Bartow County, Georgia: Summary level: 050, sta...         2280            0   

                                                    B23025_007E  
Bartow County, Georgia: Summary level: 050, sta...        33550  ",59911,50993.0,50993.0,48713.0,2280.0,0.0,33550.0
263,Georgia,Douglas County,"                                                    B19013_001E  B23025_002E  \
Douglas County, Georgia: Summary level: 050, st...        62669        77054   

                                                    B23025_003E  B23025_004E  \
Douglas County, Georgia: Summary level: 050, st...        76976        72393   

                                                    B23025_005E  B23025_006E  \
Douglas County, Georgia: Summary level: 050, st...         4583           78   

                                                    B23025_007E  
Douglas County, Georgia: Summary level: 050, st...        37195  ",62669,77054.0,76976.0,72393.0,4583.0,78.0,37195.0
264,Georgia,Whitfield County,"                                                    B19013_001E  B23025_002E  \
Whitfield County, Georgia: Summary level: 050, ...        52198        51146   

                                                    B23025_003E  B23025_004E  \
Whitfield County, Georgia: Summary level: 050, ...        51146        48691   

                                                    B23025_005E  B23025_006E  \
Whitfield County, Georgia: Summary level: 050, ...         2455            0   

                                                    B23025_007E  
Whitfield County, Georgia: Summary level: 050, ...        29408  ",52198,51146.0,51146.0,48691.0,2455.0,0.0,29408.0
265,Georgia,Troup County,"                                                    B19013_001E  B23025_002E  \
Troup County, Georgia: Summary level: 050, stat...        46198        30274   

                                                    B23025_003E  B23025_004E  \
Troup County, Georgia: Summary level: 050, stat...        29850        28776   

                                                    B23025_005E  B23025_006E  \
Troup County, Georgia: Summary level: 050, stat...         1074          424   

                                                    B23025_007E  
Troup County, Georgia: Summary level: 050, stat...        24665  ",46198,30274.0,29850.0,28776.0,1074.0,424.0,24665.0
266,Georgia,Chatham County,"                                                    B19013_001E  B23025_002E  \
Chatham County, Georgia: Summary level: 050, st...        57611       151644   

                                                    B23025_003E  B23025_004E  \
Chatham County, Georgia: Summary level: 050, st...       147404       138435   

                                                    B23025_005E  B23025_006E  \
Chatham County, Georgia: Summary level: 050, st...         8969         4240   

                                                    B23025_007E  
Chatham County, Georgia: Summary level: 050, st...        83233  ",57611,151644.0,147404.0,138435.0,8969.0,4240.0,83233.0
267,Georgia,Bulloch County,"                                                    B19013_001E  B23025_002E  \
Bulloch County, Georgia: Summary level: 050, st...        50436        41661   

                                                    B23025_003E  B23025_004E  \
Bulloch County, Georgia: Summary level: 050, st...        41661        39175   

                                                    B23025_005E  B23025_006E  \
Bulloch County, Georgia: Summary level: 050, st...         2486            0   

                                                    B23025_007E  
Bulloch County, Georgia: Summary level: 050, st...        23697  ",50436,41661.0,41661.0,39175.0,2486.0,0.0,23697.0
268,New Mexico,Lea County,"                                                    B19013_001E  B23025_002E  \
Lea County, New Mexico: Summary level: 050, sta...        68457        30913   

                                                    B23025_003E  B23025_004E  \
Lea County, New Mexico: Summary level: 050, sta...        30682        29387   

                                                    B23025_005E  B23025_006E  \
Lea County, New Mexico: Summary level: 050, sta...         1295          231   

                                                    B23025_007E  
Lea County, New Mexico: Summary level: 050, sta...        20818  ",68457,30913.0,30682.0,29387.0,1295.0,231.0,20818.0
269,New Mexico,Santa Fe County,"                                                    B19013_001E  B23025_002E  \
Santa Fe County, New Mexico: Summary level: 050...        61298        74922   

                                                    B23025_003E  B23025_004E  \
Santa Fe County, New Mexico: Summary level: 050...        74819        71465   

                                                    B23025_005E  B23025_006E  \
Santa Fe County, New Mexico: Summary level: 050...         3354          103   

                                                    B23025_007E  
Santa Fe County, New Mexico: Summary level: 050...        53415  ",61298,74922.0,74819.0,71465.0,3354.0,103.0,53415.0
270,New Mexico,Doña Ana County,"                                                    B19013_001E  B23025_002E  \
Doña Ana County, New Mexico: Summary level: 050...        43038        96455   

                                                    B23025_003E  B23025_004E  \
Doña Ana County, New Mexico: Summary level: 050...        96135        89732   

                                                    B23025_005E  B23025_006E  \
Doña Ana County, New Mexico: Summary level: 050...         6403          320   

                                                    B23025_007E  
Doña Ana County, New Mexico: Summary level: 050...        75208  ",43038,96455.0,96135.0,89732.0,6403.0,320.0,75208.0
271,New Mexico,Valencia County,"                                                    B19013_001E  B23025_002E  \
Valencia County, New Mexico: Summary level: 050...        60601        33905   

                                                    B23025_003E  B23025_004E  \
Valencia County, New Mexico: Summary level: 050...        33800        31589   

                                                    B23025_005E  B23025_006E  \
Valencia County, New Mexico: Summary level: 050...         2211          105   

                                                    B23025_007E  
Valencia County, New Mexico: Summary level: 050...        28199  ",60601,33905.0,33800.0,31589.0,2211.0,105.0,28199.0
272,New Mexico,Bernalillo County,"                                                    B19013_001E  B23025_002E  \
Bernalillo County, New Mexico: Summary level: 0...        56115       349455   

                                                    B23025_003E  B23025_004E  \
Bernalillo County, New Mexico: Summary level: 0...       346022       328045   

                                                    B23025_005E  B23025_006E  \
Bernalillo County, New Mexico: Summary level: 0...        17977         3433   

                                                    B23025_007E  
Bernalillo County, New Mexico: Summary level: 0...       200861  ",56115,349455.0,346022.0,328045.0,17977.0,3433.0,200861.0
273,New Mexico,Otero County,"                                                    B19013_001E  B23025_002E  \
Otero County, New Mexico: Summary level: 050, s...        39371        27585   

                                                    B23025_003E  B23025_004E  \
Otero County, New Mexico: Summary level: 050, s...        23452        21032   

                                                    B23025_005E  B23025_006E  \
Otero County, New Mexico: Summary level: 050, s...         2420         4133   

                                                    B23025_007E  
Otero County, New Mexico: Summary level: 050, s...        26231  ",39371,27585.0,23452.0,21032.0,2420.0,4133.0,26231.0
274,New York,Bronx County,"                                                    B19013_001E  B23025_002E  \
Bronx County, New York: Summary level: 050, sta...        41432       657498   

                                                    B23025_003E  B23025_004E  \
Bronx County, New York: Summary level: 050, sta...       656905       597281   

                                                    B23025_005E  B23025_006E  \
Bronx County, New York: Summary level: 050, sta...        59624          593   

                                                    B23025_007E  
Bronx County, New York: Summary level: 050, sta...       452858  ",41432,657498.0,656905.0,597281.0,59624.0,593.0,452858.0
275,New York,Onondaga County,"                                                    B19013_001E  B23025_002E  \
Onondaga County, New York: Summary level: 050, ...        61577       235324   

                                                    B23025_003E  B23025_004E  \
Onondaga County, New York: Summary level: 050, ...       234536       225435   

                                                    B23025_005E  B23025_006E  \
Onondaga County, New York: Summary level: 050, ...         9101          788   

                                                    B23025_007E  
Onondaga County, New York: Summary level: 050, ...       139167  ",61577,235324.0,234536.0,225435.0,9101.0,788.0,139167.0
276,New York,Clinton County,"                                                    B19013_001E  B23025_002E  \
Clinton County, New York: Summary level: 050, s...        60198        36528   

                                                    B23025_003E  B23025_004E  \
Clinton County, New York: Summary level: 050, s...        36528        35382   

                                                    B23025_005E  B23025_006E  \
Clinton County, New York: Summary level: 050, s...         1146            0   

                                                    B23025_007E  
Clinton County, New York: Summary level: 050, s...        31310  ",60198,36528.0,36528.0,35382.0,1146.0,0.0,31310.0
277,New York,Putnam County,"                                                    B19013_001E  B23025_002E  \
Putnam County, New York: Summary level: 050, st...       106204        54468   

                                                    B23025_003E  B23025_004E  \
Putnam County, New York: Summary level: 050, st...        54468        52900   

                                                    B23025_005E  B23025_006E  \
Putnam County, New York: Summary level: 050, st...         1568            0   

                                                    B23025_007E  
Putnam County, New York: Summary level: 050, st...        27683  ",106204,54468.0,54468.0,52900.0,1568.0,0.0,27683.0
278,New York,Ontario County,"                                                    B19013_001E  B23025_002E  \
Ontario County, New York: Summary level: 050, s...        66568        57986   

                                                    B23025_003E  B23025_004E  \
Ontario County, New York: Summary level: 050, s...        57903        56557   

                                                    B23025_005E  B23025_006E  \
Ontario County, New York: Summary level: 050, s...         1346           83   

                                                    B23025_007E  
Ontario County, New York: Summary level: 050, s...        32572  ",66568,57986.0,57903.0,56557.0,1346.0,83.0,32572.0
279,New York,Steuben County,"                                                    B19013_001E  B23025_002E  \
Steuben County, New York: Summary level: 050, s...        52951        46087   

                                                    B23025_003E  B23025_004E  \
Steuben County, New York: Summary level: 050, s...        46087        43536   

                                                    B23025_005E  B23025_006E  \
Steuben County, New York: Summary level: 050, s...         2551            0   

                                                    B23025_007E  
Steuben County, New York: Summary level: 050, s...        31038  ",52951,46087.0,46087.0,43536.0,2551.0,0.0,31038.0
280,New York,Chautauqua County,"                                                    B19013_001E  B23025_002E  \
Chautauqua County, New York: Summary level: 050...        50272        58120   

                                                    B23025_003E  B23025_004E  \
Chautauqua County, New York: Summary level: 050...        58120        55381   

                                                    B23025_005E  B23025_006E  \
Chautauqua County, New York: Summary level: 050...         2739            0   

                                                    B23025_007E  
Chautauqua County, New York: Summary level: 050...        46554  ",50272,58120.0,58120.0,55381.0,2739.0,0.0,46554.0
281,New York,Kings County,"                                                    B19013_001E  B23025_002E  \
Kings County, New York: Summary level: 050, sta...        66937      1301439   

                                                    B23025_003E  B23025_004E  \
Kings County, New York: Summary level: 050, sta...      1300236      1241187   

                                                    B23025_005E  B23025_006E  \
Kings County, New York: Summary level: 050, sta...        59049         1203   

                                                    B23025_007E  
Kings County, New York: Summary level: 050, sta...       735573  ",66937,1301439.0,1300236.0,1241187.0,59049.0,1203.0,735573.0
282,New York,Saratoga County,"                                                    B19013_001E  B23025_002E  \
Saratoga County, New York: Summary level: 050, ...        89932       125799   

                                                    B23025_003E  B23025_004E  \
Saratoga County, New York: Summary level: 050, ...       124438       121942   

                                                    B23025_005E  B23025_006E  \
Saratoga County, New York: Summary level: 050, ...         2496         1361   

                                                    B23025_007E  
Saratoga County, New York: Summary level: 050, ...        65225  ",89932,125799.0,124438.0,121942.0,2496.0,1361.0,65225.0
283,New York,Westchester County,"                                                    B19013_001E  B23025_002E  \
Westchester County, New York: Summary level: 05...       101908       509939   

                                                    B23025_003E  B23025_004E  \
Westchester County, New York: Summary level: 05...       509889       485843   

                                                    B23025_005E  B23025_006E  \
Westchester County, New York: Summary level: 05...        24046           50   

                                                    B23025_007E  
Westchester County, New York: Summary level: 05...       273832  ",101908,509939.0,509889.0,485843.0,24046.0,50.0,273832.0
284,New York,Richmond County,"                                                    B19013_001E  B23025_002E  \
Richmond County, New York: Summary level: 050, ...        89821       236961   

                                                    B23025_003E  B23025_004E  \
Richmond County, New York: Summary level: 050, ...       236585       227121   

                                                    B23025_005E  B23025_006E  \
Richmond County, New York: Summary level: 050, ...         9464          376   

                                                    B23025_007E  
Richmond County, New York: Summary level: 050, ...       147876  ",89821,236961.0,236585.0,227121.0,9464.0,376.0,147876.0
285,New York,St. Lawrence County,"                                                    B19013_001E  B23025_002E  \
St. Lawrence County, New York: Summary level: 0...        52108        47370   

                                                    B23025_003E  B23025_004E  \
St. Lawrence County, New York: Summary level: 0...        47346        44202   

                                                    B23025_005E  B23025_006E  \
St. Lawrence County, New York: Summary level: 0...         3144           24   

                                                    B23025_007E  
St. Lawrence County, New York: Summary level: 0...        42241  ",52108,47370.0,47346.0,44202.0,3144.0,24.0,42241.0
286,New York,Tompkins County,"                                                    B19013_001E  B23025_002E  \
Tompkins County, New York: Summary level: 050, ...        58626        51982   

                                                    B23025_003E  B23025_004E  \
Tompkins County, New York: Summary level: 050, ...        51982        50419   

                                                    B23025_005E  B23025_006E  \
Tompkins County, New York: Summary level: 050, ...         1563            0   

                                                    B23025_007E  
Tompkins County, New York: Summary level: 050, ...        37655  ",58626,51982.0,51982.0,50419.0,1563.0,0.0,37655.0
287,New York,Warren County,"                                                    B19013_001E  B23025_002E  \
Warren County, New York: Summary level: 050, st...        64985        32685   

                                                    B23025_003E  B23025_004E  \
Warren County, New York: Summary level: 050, st...        32541        31699   

                                                    B23025_005E  B23025_006E  \
Warren County, New York: Summary level: 050, st...          842          144   

                                                    B23025_007E  
Warren County, New York: Summary level: 050, st...        21604  ",64985,32685.0,32541.0,31699.0,842.0,144.0,21604.0
288,New York,Dutchess County,"                                                    B19013_001E  B23025_002E  \
Dutchess County, New York: Summary level: 050, ...        85901       155418   

                                                    B23025_003E  B23025_004E  \
Dutchess County, New York: Summary level: 050, ...       154337       149344   

                                                    B23025_005E  B23025_006E  \
Dutchess County, New York: Summary level: 050, ...         4993         1081   

                                                    B23025_007E  
Dutchess County, New York: Summary level: 050, ...        90597  ",85901,155418.0,154337.0,149344.0,4993.0,1081.0,90597.0
289,New York,Monroe County,"                                                    B19013_001E  B23025_002E  \
Monroe County, New York: Summary level: 050, st...        62103       389503   

                                                    B23025_003E  B23025_004E  \
Monroe County, New York: Summary level: 050, st...       389391       371882   

                                                    B23025_005E  B23025_006E  \
Monroe County, New York: Summary level: 050, st...        17509          112   

                                                    B23025_007E  
Monroe County, New York: Summary level: 050, st...       217912  ",62103,389503.0,389391.0,371882.0,17509.0,112.0,217912.0
290,New Mexico,Chaves County,"                                                    B19013_001E  B23025_002E  \
Chaves County, New Mexico: Summary level: 050, ...        42003        28853   

                                                    B23025_003E  B23025_004E  \
Chaves County, New Mexico: Summary level: 050, ...        28826        27434   

                                                    B23025_005E  B23025_006E  \
Chaves County, New Mexico: Summary level: 050, ...         1392           27   

                                                    B23025_007E  
Chaves County, New Mexico: Summary level: 050, ...        20865  ",42003,28853.0,28826.0,27434.0,1392.0,27.0,20865.0
291,New York,Oneida County,"                                                    B19013_001E  B23025_002E  \
Oneida County, New York: Summary level: 050, st...        57391       107907   

                                                    B23025_003E  B23025_004E  \
Oneida County, New York: Summary level: 050, st...       107645       102625   

                                                    B23025_005E  B23025_006E  \
Oneida County, New York: Summary level: 050, st...         5020          262   

                                                    B23025_007E  
Oneida County, New York: Summary level: 050, st...        78486  ",57391,107907.0,107645.0,102625.0,5020.0,262.0,78486.0
292,New York,Ulster County,"                                                    B19013_001E  B23025_002E  \
Ulster County, New York: Summary level: 050, st...        64087        91645   

                                                    B23025_003E  B23025_004E  \
Ulster County, New York: Summary level: 050, st...        91445        88593   

                                                    B23025_005E  B23025_006E  \
Ulster County, New York: Summary level: 050, st...         2852          200   

                                                    B23025_007E  
Ulster County, New York: Summary level: 050, st...        59094  ",64087,91645.0,91445.0,88593.0,2852.0,200.0,59094.0
293,New York,Chemung County,"                                                    B19013_001E  B23025_002E  \
Chemung County, New York: Summary level: 050, s...        60782        40067   

                                                    B23025_003E  B23025_004E  \
Chemung County, New York: Summary level: 050, s...        40067        37294   

                                                    B23025_005E  B23025_006E  \
Chemung County, New York: Summary level: 050, s...         2773            0   

                                                    B23025_007E  
Chemung County, New York: Summary level: 050, s...        28162  ",60782,40067.0,40067.0,37294.0,2773.0,0.0,28162.0
294,New York,Livingston County,"                                                    B19013_001E  B23025_002E  \
Livingston County, New York: Summary level: 050...        59173        32234   

                                                    B23025_003E  B23025_004E  \
Livingston County, New York: Summary level: 050...        32204        31478   

                                                    B23025_005E  B23025_006E  \
Livingston County, New York: Summary level: 050...          726           30   

                                                    B23025_007E  
Livingston County, New York: Summary level: 050...        21044  ",59173,32234.0,32204.0,31478.0,726.0,30.0,21044.0
295,Oregon,Clackamas County,"                                                    B19013_001E  B23025_002E  \
Clackamas County, Oregon: Summary level: 050, s...        80294       215799   

                                                    B23025_003E  B23025_004E  \
Clackamas County, Oregon: Summary level: 050, s...       215542       204267   

                                                    B23025_005E  B23025_006E  \
Clackamas County, Oregon: Summary level: 050, s...        11275          257   

                                                    B23025_007E  
Clackamas County, Oregon: Summary level: 050, s...       123770  ",80294,215799.0,215542.0,204267.0,11275.0,257.0,123770.0
296,Oregon,Josephine County,"                                                    B19013_001E  B23025_002E  \
Josephine County, Oregon: Summary level: 050, s...        47573        36844   

                                                    B23025_003E  B23025_004E  \
Josephine County, Oregon: Summary level: 050, s...        36844        33309   

                                                    B23025_005E  B23025_006E  \
Josephine County, Oregon: Summary level: 050, s...         3535            0   

                                                    B23025_007E  
Josephine County, Oregon: Summary level: 050, s...        35908  ",47573,36844.0,36844.0,33309.0,3535.0,0.0,35908.0
297,Oregon,Umatilla County,"                                                    B19013_001E  B23025_002E  \
Umatilla County, Oregon: Summary level: 050, st...        60425        33379   

                                                    B23025_003E  B23025_004E  \
Umatilla County, Oregon: Summary level: 050, st...        33367        31381   

                                                    B23025_005E  B23025_006E  \
Umatilla County, Oregon: Summary level: 050, st...         1986           12   

                                                    B23025_007E  
Umatilla County, Oregon: Summary level: 050, st...        26645  ",60425,33379.0,33367.0,31381.0,1986.0,12.0,26645.0
298,Oregon,Lane County,"                                                    B19013_001E  B23025_002E  \
Lane County, Oregon: Summary level: 050, state:...        57325       195739   

                                                    B23025_003E  B23025_004E  \
Lane County, Oregon: Summary level: 050, state:...       195585       183052   

                                                    B23025_005E  B23025_006E  \
Lane County, Oregon: Summary level: 050, state:...        12533          154   

                                                    B23025_007E  
Lane County, Oregon: Summary level: 050, state:...       123986  ",57325,195739.0,195585.0,183052.0,12533.0,154.0,123986.0
299,Oregon,Washington County,"                                                    B19013_001E  B23025_002E  \
Washington County, Oregon: Summary level: 050, ...        85734       331685   

                                                    B23025_003E  B23025_004E  \
Washington County, Oregon: Summary level: 050, ...       330356       317845   

                                                    B23025_005E  B23025_006E  \
Washington County, Oregon: Summary level: 050, ...        12511         1329   

                                                    B23025_007E  
Washington County, Oregon: Summary level: 050, ...       149366  ",85734,331685.0,330356.0,317845.0,12511.0,1329.0,149366.0
300,Pennsylvania,Bucks County,"                                                    B19013_001E  B23025_002E  \
Bucks County, Pennsylvania: Summary level: 050,...        93767       348617   

                                                    B23025_003E  B23025_004E  \
Bucks County, Pennsylvania: Summary level: 050,...       347633       334392   

                                                    B23025_005E  B23025_006E  \
Bucks County, Pennsylvania: Summary level: 050,...        13241          984   

                                                    B23025_007E  
Bucks County, Pennsylvania: Summary level: 050,...       168884  ",93767,348617.0,347633.0,334392.0,13241.0,984.0,168884.0
301,Pennsylvania,Lehigh County,"                                                    B19013_001E  B23025_002E  \
Lehigh County, Pennsylvania: Summary level: 050...        65667       189946   

                                                    B23025_003E  B23025_004E  \
Lehigh County, Pennsylvania: Summary level: 050...       189751       180750   

                                                    B23025_005E  B23025_006E  \
Lehigh County, Pennsylvania: Summary level: 050...         9001          195   

                                                    B23025_007E  
Lehigh County, Pennsylvania: Summary level: 050...       106001  ",65667,189946.0,189751.0,180750.0,9001.0,195.0,106001.0
302,Pennsylvania,Luzerne County,"                                                    B19013_001E  B23025_002E  \
Luzerne County, Pennsylvania: Summary level: 05...        53972       161548   

                                                    B23025_003E  B23025_004E  \
Luzerne County, Pennsylvania: Summary level: 05...       161480       153698   

                                                    B23025_005E  B23025_006E  \
Luzerne County, Pennsylvania: Summary level: 05...         7782           68   

                                                    B23025_007E  
Luzerne County, Pennsylvania: Summary level: 05...       100185  ",53972,161548.0,161480.0,153698.0,7782.0,68.0,100185.0
303,Pennsylvania,Columbia County,"                                                    B19013_001E  B23025_002E  \
Columbia County, Pennsylvania: Summary level: 0...        54570        32145   

                                                    B23025_003E  B23025_004E  \
Columbia County, Pennsylvania: Summary level: 0...        31954        31205   

                                                    B23025_005E  B23025_006E  \
Columbia County, Pennsylvania: Summary level: 0...          749          191   

                                                    B23025_007E  
Columbia County, Pennsylvania: Summary level: 0...        22638  ",54570,32145.0,31954.0,31205.0,749.0,191.0,22638.0
304,Rhode Island,Kent County,"                                                    B19013_001E  B23025_002E  \
Kent County, Rhode Island: Summary level: 050, ...        74474        93884   

                                                    B23025_003E  B23025_004E  \
Kent County, Rhode Island: Summary level: 050, ...        93733        90954   

                                                    B23025_005E  B23025_006E  \
Kent County, Rhode Island: Summary level: 050, ...         2779          151   

                                                    B23025_007E  
Kent County, Rhode Island: Summary level: 050, ...        43927  ",74474,93884.0,93733.0,90954.0,2779.0,151.0,43927.0
305,Rhode Island,Washington County,"                                                    B19013_001E  B23025_002E  \
Washington County, Rhode Island: Summary level:...        90003        68682   

                                                    B23025_003E  B23025_004E  \
Washington County, Rhode Island: Summary level:...        68421        64398   

                                                    B23025_005E  B23025_006E  \
Washington County, Rhode Island: Summary level:...         4023          261   

                                                    B23025_007E  
Washington County, Rhode Island: Summary level:...        39038  ",90003,68682.0,68421.0,64398.0,4023.0,261.0,39038.0
306,South Carolina,Sumter County,"                                                    B19013_001E  B23025_002E  \
Sumter County, South Carolina: Summary level: 0...        51025        50366   

                                                    B23025_003E  B23025_004E  \
Sumter County, South Carolina: Summary level: 0...        46531        43196   

                                                    B23025_005E  B23025_006E  \
Sumter County, South Carolina: Summary level: 0...         3335         3835   

                                                    B23025_007E  
Sumter County, South Carolina: Summary level: 0...        34586  ",51025,50366.0,46531.0,43196.0,3335.0,3835.0,34586.0
307,South Carolina,Darlington County,"                                                    B19013_001E  B23025_002E  \
Darlington County, South Carolina: Summary leve...        44606        29218   

                                                    B23025_003E  B23025_004E  \
Darlington County, South Carolina: Summary leve...        29218        27715   

                                                    B23025_005E  B23025_006E  \
Darlington County, South Carolina: Summary leve...         1503            0   

                                                    B23025_007E  
Darlington County, South Carolina: Summary leve...        23990  ",44606,29218.0,29218.0,27715.0,1503.0,0.0,23990.0
308,South Carolina,York County,"                                                    B19013_001E  B23025_002E  \
York County, South Carolina: Summary level: 050...        66949       151476   

                                                    B23025_003E  B23025_004E  \
York County, South Carolina: Summary level: 050...       151060       145129   

                                                    B23025_005E  B23025_006E  \
York County, South Carolina: Summary level: 050...         5931          416   

                                                    B23025_007E  
York County, South Carolina: Summary level: 050...        70092  ",66949,151476.0,151060.0,145129.0,5931.0,416.0,70092.0
309,South Dakota,Minnehaha County,"                                                    B19013_001E  B23025_002E  \
Minnehaha County, South Dakota: Summary level: ...        61968       110857   

                                                    B23025_003E  B23025_004E  \
Minnehaha County, South Dakota: Summary level: ...       110484       108018   

                                                    B23025_005E  B23025_006E  \
Minnehaha County, South Dakota: Summary level: ...         2466          373   

                                                    B23025_007E  
Minnehaha County, South Dakota: Summary level: ...        38802  ",61968,110857.0,110484.0,108018.0,2466.0,373.0,38802.0
310,Tennessee,Sumner County,"                                                    B19013_001E  B23025_002E  \
Sumner County, Tennessee: Summary level: 050, s...        68743        98874   

                                                    B23025_003E  B23025_004E  \
Sumner County, Tennessee: Summary level: 050, s...        98726        96531   

                                                    B23025_005E  B23025_006E  \
Sumner County, Tennessee: Summary level: 050, s...         2195          148   

                                                    B23025_007E  
Sumner County, Tennessee: Summary level: 050, s...        52870  ",68743,98874.0,98726.0,96531.0,2195.0,148.0,52870.0
311,Louisiana,East Baton Rouge Parish,"                                                    B19013_001E  B23025_002E  \
East Baton Rouge Parish, Louisiana: Summary lev...        56451       229433   

                                                    B23025_003E  B23025_004E  \
East Baton Rouge Parish, Louisiana: Summary lev...       229433       214326   

                                                    B23025_005E  B23025_006E  \
East Baton Rouge Parish, Louisiana: Summary lev...        15107            0   

                                                    B23025_007E  
East Baton Rouge Parish, Louisiana: Summary lev...       123324  ",56451,229433.0,229433.0,214326.0,15107.0,0.0,123324.0
