,state,county_and_city,censusIncome,B19013_001E,B23025_002E,B23025_003E,B23025_004E,B23025_005E,B23025_006E,B23025_007E
752,New Jersey,Morris County,"                                                    B19013_001E  B23025_002E  \
Morris County, New Jersey: Summary level: 050, ...       116283       272524   

                                                    B23025_003E  B23025_004E  \
Morris County, New Jersey: Summary level: 050, ...       272471       261264   

                                                    B23025_005E  B23025_006E  \
Morris County, New Jersey: Summary level: 050, ...        11207           53   

                                                    B23025_007E  
Morris County, New Jersey: Summary level: 050, ...       128774  ",116283,272524.0,272471.0,261264.0,11207.0,53.0,128774.0
753,New Mexico,McKinley County,"                                                    B19013_001E  B23025_002E  \
McKinley County, New Mexico: Summary level: 050...        37153        24817   

                                                    B23025_003E  B23025_004E  \
McKinley County, New Mexico: Summary level: 050...        24817        22926   

                                                    B23025_005E  B23025_006E  \
McKinley County, New Mexico: Summary level: 050...         1891            0   

                                                    B23025_007E  
McKinley County, New Mexico: Summary level: 050...        28169  ",37153,24817.0,24817.0,22926.0,1891.0,0.0,28169.0
754,New Mexico,Sandoval County,"                                                    B19013_001E  B23025_002E  \
Sandoval County, New Mexico: Summary level: 050...        71997        72544   

                                                    B23025_003E  B23025_004E  \
Sandoval County, New Mexico: Summary level: 050...        72306        68757   

                                                    B23025_005E  B23025_006E  \
Sandoval County, New Mexico: Summary level: 050...         3549          238   

                                                    B23025_007E  
Sandoval County, New Mexico: Summary level: 050...        44525  ",71997,72544.0,72306.0,68757.0,3549.0,238.0,44525.0
755,New Mexico,San Juan County,"                                                    B19013_001E  B23025_002E  \
San Juan County, New Mexico: Summary level: 050...        44321        50260   

                                                    B23025_003E  B23025_004E  \
San Juan County, New Mexico: Summary level: 050...        50260        46994   

                                                    B23025_005E  B23025_006E  \
San Juan County, New Mexico: Summary level: 050...         3266            0   

                                                    B23025_007E  
San Juan County, New Mexico: Summary level: 050...        45249  ",44321,50260.0,50260.0,46994.0,3266.0,0.0,45249.0
756,Mississippi,Jones County,"                                                    B19013_001E  B23025_002E  \
Jones County, Mississippi: Summary level: 050, ...        37594        28804   

                                                    B23025_003E  B23025_004E  \
Jones County, Mississippi: Summary level: 050, ...        28804        28277   

                                                    B23025_005E  B23025_006E  \
Jones County, Mississippi: Summary level: 050, ...          527            0   

                                                    B23025_007E  
Jones County, Mississippi: Summary level: 050, ...        23682  ",37594,28804.0,28804.0,28277.0,527.0,0.0,23682.0
757,Mississippi,Madison County,"                                                    B19013_001E  B23025_002E  \
Madison County, Mississippi: Summary level: 050...        68171        55633   

                                                    B23025_003E  B23025_004E  \
Madison County, Mississippi: Summary level: 050...        55614        53484   

                                                    B23025_005E  B23025_006E  \
Madison County, Mississippi: Summary level: 050...         2130           19   

                                                    B23025_007E  
Madison County, Mississippi: Summary level: 050...        28230  ",68171,55633.0,55614.0,53484.0,2130.0,19.0,28230.0
758,New Hampshire,Grafton County,"                                                    B19013_001E  B23025_002E  \
Grafton County, New Hampshire: Summary level: 0...        60588        47608   

                                                    B23025_003E  B23025_004E  \
Grafton County, New Hampshire: Summary level: 0...        47587        46689   

                                                    B23025_005E  B23025_006E  \
Grafton County, New Hampshire: Summary level: 0...          898           21   

                                                    B23025_007E  
Grafton County, New Hampshire: Summary level: 0...        29868  ",60588,47608.0,47587.0,46689.0,898.0,21.0,29868.0
759,Mississippi,Rankin County,"                                                    B19013_001E  B23025_002E  \
Rankin County, Mississippi: Summary level: 050,...        67012        78432   

                                                    B23025_003E  B23025_004E  \
Rankin County, Mississippi: Summary level: 050,...        78067        74220   

                                                    B23025_005E  B23025_006E  \
Rankin County, Mississippi: Summary level: 050,...         3847          365   

                                                    B23025_007E  
Rankin County, Mississippi: Summary level: 050,...        45818  ",67012,78432.0,78067.0,74220.0,3847.0,365.0,45818.0
760,Wisconsin,Eau Claire County,"                                                    B19013_001E  B23025_002E  \
Eau Claire County, Wisconsin: Summary level: 05...        65662        58497   

                                                    B23025_003E  B23025_004E  \
Eau Claire County, Wisconsin: Summary level: 05...        58497        56214   

                                                    B23025_005E  B23025_006E  \
Eau Claire County, Wisconsin: Summary level: 05...         2283            0   

                                                    B23025_007E  
Eau Claire County, Wisconsin: Summary level: 05...        27454  ",65662,58497.0,58497.0,56214.0,2283.0,0.0,27454.0
761,Wisconsin,Waukesha County,"                                                    B19013_001E  B23025_002E  \
Waukesha County, Wisconsin: Summary level: 050,...        90548       226006   

                                                    B23025_003E  B23025_004E  \
Waukesha County, Wisconsin: Summary level: 050,...       225811       218537   

                                                    B23025_005E  B23025_006E  \
Waukesha County, Wisconsin: Summary level: 050,...         7274          195   

                                                    B23025_007E  
Waukesha County, Wisconsin: Summary level: 050,...       103168  ",90548,226006.0,225811.0,218537.0,7274.0,195.0,103168.0
762,Wisconsin,Walworth County,"                                                    B19013_001E  B23025_002E  \
Walworth County, Wisconsin: Summary level: 050,...        63549        56604   

                                                    B23025_003E  B23025_004E  \
Walworth County, Wisconsin: Summary level: 050,...        56604        54660   

                                                    B23025_005E  B23025_006E  \
Walworth County, Wisconsin: Summary level: 050,...         1944            0   

                                                    B23025_007E  
Walworth County, Wisconsin: Summary level: 050,...        28905  ",63549,56604.0,56604.0,54660.0,1944.0,0.0,28905.0
763,Wisconsin,Washington County,"                                                    B19013_001E  B23025_002E  \
Washington County, Wisconsin: Summary level: 05...        80513        78081   

                                                    B23025_003E  B23025_004E  \
Washington County, Wisconsin: Summary level: 05...        78081        74750   

                                                    B23025_005E  B23025_006E  \
Washington County, Wisconsin: Summary level: 05...         3331            0   

                                                    B23025_007E  
Washington County, Wisconsin: Summary level: 05...        32935  ",80513,78081.0,78081.0,74750.0,3331.0,0.0,32935.0
764,Wisconsin,Dane County,"                                                    B19013_001E  B23025_002E  \
Dane County, Wisconsin: Summary level: 050, sta...        77504       322099   

                                                    B23025_003E  B23025_004E  \
Dane County, Wisconsin: Summary level: 050, sta...       321063       314495   

                                                    B23025_005E  B23025_006E  \
Dane County, Wisconsin: Summary level: 050, sta...         6568         1036   

                                                    B23025_007E  
Dane County, Wisconsin: Summary level: 050, sta...       125536  ",77504,322099.0,321063.0,314495.0,6568.0,1036.0,125536.0
765,Wisconsin,Ozaukee County,"                                                    B19013_001E  B23025_002E  \
Ozaukee County, Wisconsin: Summary level: 050, ...        88154        49125   

                                                    B23025_003E  B23025_004E  \
Ozaukee County, Wisconsin: Summary level: 050, ...        49125        48228   

                                                    B23025_005E  B23025_006E  \
Ozaukee County, Wisconsin: Summary level: 050, ...          897            0   

                                                    B23025_007E  
Ozaukee County, Wisconsin: Summary level: 050, ...        23191  ",88154,49125.0,49125.0,48228.0,897.0,0.0,23191.0
766,Wisconsin,Portage County,"                                                    B19013_001E  B23025_002E  \
Portage County, Wisconsin: Summary level: 050, ...        56358        38801   

                                                    B23025_003E  B23025_004E  \
Portage County, Wisconsin: Summary level: 050, ...        38730        37304   

                                                    B23025_005E  B23025_006E  \
Portage County, Wisconsin: Summary level: 050, ...         1426           71   

                                                    B23025_007E  
Portage County, Wisconsin: Summary level: 050, ...        20012  ",56358,38801.0,38730.0,37304.0,1426.0,71.0,20012.0
767,Wisconsin,Rock County,"                                                    B19013_001E  B23025_002E  \
Rock County, Wisconsin: Summary level: 050, sta...        61243        85266   

                                                    B23025_003E  B23025_004E  \
Rock County, Wisconsin: Summary level: 050, sta...        85266        81370   

                                                    B23025_005E  B23025_006E  \
Rock County, Wisconsin: Summary level: 050, sta...         3896            0   

                                                    B23025_007E  
Rock County, Wisconsin: Summary level: 050, sta...        45955  ",61243,85266.0,85266.0,81370.0,3896.0,0.0,45955.0
768,Wisconsin,Wood County,"                                                    B19013_001E  B23025_002E  \
Wood County, Wisconsin: Summary level: 050, sta...        56278        36196   

                                                    B23025_003E  B23025_004E  \
Wood County, Wisconsin: Summary level: 050, sta...        36188        34608   

                                                    B23025_005E  B23025_006E  \
Wood County, Wisconsin: Summary level: 050, sta...         1580            8   

                                                    B23025_007E  
Wood County, Wisconsin: Summary level: 050, sta...        22691  ",56278,36196.0,36188.0,34608.0,1580.0,8.0,22691.0
769,Wisconsin,Jefferson County,"                                                    B19013_001E  B23025_002E  \
Jefferson County, Wisconsin: Summary level: 050...        71708        46750   

                                                    B23025_003E  B23025_004E  \
Jefferson County, Wisconsin: Summary level: 050...        46750        44973   

                                                    B23025_005E  B23025_006E  \
Jefferson County, Wisconsin: Summary level: 050...         1777            0   

                                                    B23025_007E  
Jefferson County, Wisconsin: Summary level: 050...        22560  ",71708,46750.0,46750.0,44973.0,1777.0,0.0,22560.0
770,Wyoming,Natrona County,"                                                    B19013_001E  B23025_002E  \
Natrona County, Wyoming: Summary level: 050, st...        65034        42342   

                                                    B23025_003E  B23025_004E  \
Natrona County, Wyoming: Summary level: 050, st...        42342        41245   

                                                    B23025_005E  B23025_006E  \
Natrona County, Wyoming: Summary level: 050, st...         1097            0   

                                                    B23025_007E  
Natrona County, Wyoming: Summary level: 050, st...        20241  ",65034,42342.0,42342.0,41245.0,1097.0,0.0,20241.0
771,Tennessee,Washington County,"                                                    B19013_001E  B23025_002E  \
Washington County, Tennessee: Summary level: 05...        51428        67358   

                                                    B23025_003E  B23025_004E  \
Washington County, Tennessee: Summary level: 05...        67200        63994   

                                                    B23025_005E  B23025_006E  \
Washington County, Tennessee: Summary level: 05...         3206          158   

                                                    B23025_007E  
Washington County, Tennessee: Summary level: 05...        41063  ",51428,67358.0,67200.0,63994.0,3206.0,158.0,41063.0
772,Tennessee,Maury County,"                                                    B19013_001E  B23025_002E  \
Maury County, Tennessee: Summary level: 050, st...        66781        51833   

                                                    B23025_003E  B23025_004E  \
Maury County, Tennessee: Summary level: 050, st...        51833        50817   

                                                    B23025_005E  B23025_006E  \
Maury County, Tennessee: Summary level: 050, st...         1016            0   

                                                    B23025_007E  
Maury County, Tennessee: Summary level: 050, st...        24735  ",66781,51833.0,51833.0,50817.0,1016.0,0.0,24735.0
773,Wisconsin,Brown County,"                                                    B19013_001E  B23025_002E  \
Brown County, Wisconsin: Summary level: 050, st...        64458       145466   

                                                    B23025_003E  B23025_004E  \
Brown County, Wisconsin: Summary level: 050, st...       145466       141072   

                                                    B23025_005E  B23025_006E  \
Brown County, Wisconsin: Summary level: 050, st...         4394            0   

                                                    B23025_007E  
Brown County, Wisconsin: Summary level: 050, st...        64456  ",64458,145466.0,145466.0,141072.0,4394.0,0.0,64456.0
774,Kansas,Wyandotte County,"                                                    B19013_001E  B23025_002E  \
Wyandotte County, Kansas: Summary level: 050, s...        46964        81039   

                                                    B23025_003E  B23025_004E  \
Wyandotte County, Kansas: Summary level: 050, s...        80949        76582   

                                                    B23025_005E  B23025_006E  \
Wyandotte County, Kansas: Summary level: 050, s...         4367           90   

                                                    B23025_007E  
Wyandotte County, Kansas: Summary level: 050, s...        43367  ",46964,81039.0,80949.0,76582.0,4367.0,90.0,43367.0
775,Kansas,Butler County,"                                                    B19013_001E  B23025_002E  \
Butler County, Kansas: Summary level: 050, stat...        61951        30993   

                                                    B23025_003E  B23025_004E  \
Butler County, Kansas: Summary level: 050, stat...        30637        29272   

                                                    B23025_005E  B23025_006E  \
Butler County, Kansas: Summary level: 050, stat...         1365          356   

                                                    B23025_007E  
Butler County, Kansas: Summary level: 050, stat...        20909  ",61951,30993.0,30637.0,29272.0,1365.0,356.0,20909.0
776,Kansas,Leavenworth County,"                                                    B19013_001E  B23025_002E  \
Leavenworth County, Kansas: Summary level: 050,...        77070        40724   

                                                    B23025_003E  B23025_004E  \
Leavenworth County, Kansas: Summary level: 050,...        38066        36567   

                                                    B23025_005E  B23025_006E  \
Leavenworth County, Kansas: Summary level: 050,...         1499         2658   

                                                    B23025_007E  
Leavenworth County, Kansas: Summary level: 050,...        23721  ",77070,40724.0,38066.0,36567.0,1499.0,2658.0,23721.0
777,Kansas,Riley County,"                                                    B19013_001E  B23025_002E  \
Riley County, Kansas: Summary level: 050, state...        50920        45754   

                                                    B23025_003E  B23025_004E  \
Riley County, Kansas: Summary level: 050, state...        39441        36546   

                                                    B23025_005E  B23025_006E  \
Riley County, Kansas: Summary level: 050, state...         2895         6313   

                                                    B23025_007E  
Riley County, Kansas: Summary level: 050, state...        17643  ",50920,45754.0,39441.0,36546.0,2895.0,6313.0,17643.0
778,Michigan,Livingston County,"                                                    B19013_001E  B23025_002E  \
Livingston County, Michigan: Summary level: 050...        86512       102031   

                                                    B23025_003E  B23025_004E  \
Livingston County, Michigan: Summary level: 050...       101916        97776   

                                                    B23025_005E  B23025_006E  \
Livingston County, Michigan: Summary level: 050...         4140          115   

                                                    B23025_007E  
Livingston County, Michigan: Summary level: 050...        55111  ",86512,102031.0,101916.0,97776.0,4140.0,115.0,55111.0
779,Michigan,Kalamazoo County,"                                                    B19013_001E  B23025_002E  \
Kalamazoo County, Michigan: Summary level: 050,...        56441       142404   

                                                    B23025_003E  B23025_004E  \
Kalamazoo County, Michigan: Summary level: 050,...       142267       135583   

                                                    B23025_005E  B23025_006E  \
Kalamazoo County, Michigan: Summary level: 050,...         6684          137   

                                                    B23025_007E  
Kalamazoo County, Michigan: Summary level: 050,...        71846  ",56441,142404.0,142267.0,135583.0,6684.0,137.0,71846.0
780,Michigan,Marquette County,"                                                    B19013_001E  B23025_002E  \
Marquette County, Michigan: Summary level: 050,...        55148        33265   

                                                    B23025_003E  B23025_004E  \
Marquette County, Michigan: Summary level: 050,...        33108        31453   

                                                    B23025_005E  B23025_006E  \
Marquette County, Michigan: Summary level: 050,...         1655          157   

                                                    B23025_007E  
Marquette County, Michigan: Summary level: 050,...        22427  ",55148,33265.0,33108.0,31453.0,1655.0,157.0,22427.0
781,Michigan,Calhoun County,"                                                    B19013_001E  B23025_002E  \
Calhoun County, Michigan: Summary level: 050, s...        49055        66207   

                                                    B23025_003E  B23025_004E  \
Calhoun County, Michigan: Summary level: 050, s...        66138        62429   

                                                    B23025_005E  B23025_006E  \
Calhoun County, Michigan: Summary level: 050, s...         3709           69   

                                                    B23025_007E  
Calhoun County, Michigan: Summary level: 050, s...        42074  ",49055,66207.0,66138.0,62429.0,3709.0,69.0,42074.0
782,Michigan,Kent County,"                                                    B19013_001E  B23025_002E  \
Kent County, Michigan: Summary level: 050, stat...        66532       359789   

                                                    B23025_003E  B23025_004E  \
Kent County, Michigan: Summary level: 050, stat...       359238       345415   

                                                    B23025_005E  B23025_006E  \
Kent County, Michigan: Summary level: 050, stat...        13823          551   

                                                    B23025_007E  
Kent County, Michigan: Summary level: 050, stat...       157251  ",66532,359789.0,359238.0,345415.0,13823.0,551.0,157251.0
783,Michigan,Saginaw County,"                                                    B19013_001E  B23025_002E  \
Saginaw County, Michigan: Summary level: 050, s...        48303        88925   

                                                    B23025_003E  B23025_004E  \
Saginaw County, Michigan: Summary level: 050, s...        88910        84299   

                                                    B23025_005E  B23025_006E  \
Saginaw County, Michigan: Summary level: 050, s...         4611           15   

                                                    B23025_007E  
Saginaw County, Michigan: Summary level: 050, s...        65938  ",48303,88925.0,88910.0,84299.0,4611.0,15.0,65938.0
784,Michigan,Shiawassee County,"                                                    B19013_001E  B23025_002E  \
Shiawassee County, Michigan: Summary level: 050...        55249        32527   

                                                    B23025_003E  B23025_004E  \
Shiawassee County, Michigan: Summary level: 050...        32507        30871   

                                                    B23025_005E  B23025_006E  \
Shiawassee County, Michigan: Summary level: 050...         1636           20   

                                                    B23025_007E  
Shiawassee County, Michigan: Summary level: 050...        23384  ",55249,32527.0,32507.0,30871.0,1636.0,20.0,23384.0
785,Michigan,Bay County,"                                                    B19013_001E  B23025_002E  \
Bay County, Michigan: Summary level: 050, state...        49610        50415   

                                                    B23025_003E  B23025_004E  \
Bay County, Michigan: Summary level: 050, state...        50415        48131   

                                                    B23025_005E  B23025_006E  \
Bay County, Michigan: Summary level: 050, state...         2284            0   

                                                    B23025_007E  
Bay County, Michigan: Summary level: 050, state...        34462  ",49610,50415.0,50415.0,48131.0,2284.0,0.0,34462.0
786,Colorado,Larimer County,"                                                    B19013_001E  B23025_002E  \
Larimer County, Colorado: Summary level: 050, s...        75186       198631   

                                                    B23025_003E  B23025_004E  \
Larimer County, Colorado: Summary level: 050, s...       198407       191401   

                                                    B23025_005E  B23025_006E  \
Larimer County, Colorado: Summary level: 050, s...         7006          224   

                                                    B23025_007E  
Larimer County, Colorado: Summary level: 050, s...        96821  ",75186,198631.0,198407.0,191401.0,7006.0,224.0,96821.0
787,Colorado,Broomfield County,"                                                    B19013_001E  B23025_002E  \
Broomfield County, Colorado: Summary level: 050...       111400        42235   

                                                    B23025_003E  B23025_004E  \
Broomfield County, Colorado: Summary level: 050...        42235        41403   

                                                    B23025_005E  B23025_006E  \
Broomfield County, Colorado: Summary level: 050...          832            0   

                                                    B23025_007E  
Broomfield County, Colorado: Summary level: 050...        15076  ",111400,42235.0,42235.0,41403.0,832.0,0.0,15076.0
788,Delaware,Sussex County,"                                                    B19013_001E  B23025_002E  \
Sussex County, Delaware: Summary level: 050, st...        65155       105600   

                                                    B23025_003E  B23025_004E  \
Sussex County, Delaware: Summary level: 050, st...       105359       100922   

                                                    B23025_005E  B23025_006E  \
Sussex County, Delaware: Summary level: 050, st...         4437          241   

                                                    B23025_007E  
Sussex County, Delaware: Summary level: 050, st...        88854  ",65155,105600.0,105359.0,100922.0,4437.0,241.0,88854.0
789,District of Columbia,District of Columbia,"                                                    B19013_001E  B23025_002E  \
District of Columbia, District of Columbia: Sum...        92266       416359   

                                                    B23025_003E  B23025_004E  \
District of Columbia, District of Columbia: Sum...       413742       387826   

                                                    B23025_005E  B23025_006E  \
District of Columbia, District of Columbia: Sum...        25916         2617   

                                                    B23025_007E  
District of Columbia, District of Columbia: Sum...       171460  ",92266,416359.0,413742.0,387826.0,25916.0,2617.0,171460.0
790,Connecticut,New Haven County,"                                                    B19013_001E  B23025_002E  \
New Haven County, Connecticut: Summary level: 0...        69751       456772   

                                                    B23025_003E  B23025_004E  \
New Haven County, Connecticut: Summary level: 0...       456427       427382   

                                                    B23025_005E  B23025_006E  \
New Haven County, Connecticut: Summary level: 0...        29045          345   

                                                    B23025_007E  
New Haven County, Connecticut: Summary level: 0...       248082  ",69751,456772.0,456427.0,427382.0,29045.0,345.0,248082.0
791,Connecticut,Hartford County,"                                                    B19013_001E  B23025_002E  \
Hartford County, Connecticut: Summary level: 05...        75381       485410   

                                                    B23025_003E  B23025_004E  \
Hartford County, Connecticut: Summary level: 05...       484029       459995   

                                                    B23025_005E  B23025_006E  \
Hartford County, Connecticut: Summary level: 05...        24034         1381   

                                                    B23025_007E  
Hartford County, Connecticut: Summary level: 05...       243663  ",75381,485410.0,484029.0,459995.0,24034.0,1381.0,243663.0
792,Alabama,Houston County,"                                                    B19013_001E  B23025_002E  \
Houston County, Alabama: Summary level: 050, st...        50103        46730   

                                                    B23025_003E  B23025_004E  \
Houston County, Alabama: Summary level: 050, st...        46402        43516   

                                                    B23025_005E  B23025_006E  \
Houston County, Alabama: Summary level: 050, st...         2886          328   

                                                    B23025_007E  
Houston County, Alabama: Summary level: 050, st...        37744  ",50103,46730.0,46402.0,43516.0,2886.0,328.0,37744.0
793,Alabama,Tuscaloosa County,"                                                    B19013_001E  B23025_002E  \
Tuscaloosa County, Alabama: Summary level: 050,...        52243       100897   

                                                    B23025_003E  B23025_004E  \
Tuscaloosa County, Alabama: Summary level: 050,...       100897        96130   

                                                    B23025_005E  B23025_006E  \
Tuscaloosa County, Alabama: Summary level: 050,...         4767            0   

                                                    B23025_007E  
Tuscaloosa County, Alabama: Summary level: 050,...        69073  ",52243,100897.0,100897.0,96130.0,4767.0,0.0,69073.0
794,Alabama,Etowah County,"                                                    B19013_001E  B23025_002E  \
Etowah County, Alabama: Summary level: 050, sta...        41447        46379   

                                                    B23025_003E  B23025_004E  \
Etowah County, Alabama: Summary level: 050, sta...        46379        43451   

                                                    B23025_005E  B23025_006E  \
Etowah County, Alabama: Summary level: 050, sta...         2928            0   

                                                    B23025_007E  
Etowah County, Alabama: Summary level: 050, sta...        36205  ",41447,46379.0,46379.0,43451.0,2928.0,0.0,36205.0
795,Alabama,Walker County,"                                                    B19013_001E  B23025_002E  \
Walker County, Alabama: Summary level: 050, sta...        46283        26638   

                                                    B23025_003E  B23025_004E  \
Walker County, Alabama: Summary level: 050, sta...        26620        25033   

                                                    B23025_005E  B23025_006E  \
Walker County, Alabama: Summary level: 050, sta...         1587           18   

                                                    B23025_007E  
Walker County, Alabama: Summary level: 050, sta...        24483  ",46283,26638.0,26620.0,25033.0,1587.0,18.0,24483.0
796,Arizona,Pima County,"                                                    B19013_001E  B23025_002E  \
Pima County, Arizona: Summary level: 050, state...        56169       499608   

                                                    B23025_003E  B23025_004E  \
Pima County, Arizona: Summary level: 050, state...       491857       464801   

                                                    B23025_005E  B23025_006E  \
Pima County, Arizona: Summary level: 050, state...        27056         7751   

                                                    B23025_007E  
Pima County, Arizona: Summary level: 050, state...       353947  ",56169,499608.0,491857.0,464801.0,27056.0,7751.0,353947.0
797,Arizona,Cochise County,"                                                    B19013_001E  B23025_002E  \
Cochise County, Arizona: Summary level: 050, st...        48484        50896   

                                                    B23025_003E  B23025_004E  \
Cochise County, Arizona: Summary level: 050, st...        46463        44200   

                                                    B23025_005E  B23025_006E  \
Cochise County, Arizona: Summary level: 050, st...         2263         4433   

                                                    B23025_007E  
Cochise County, Arizona: Summary level: 050, st...        50671  ",48484,50896.0,46463.0,44200.0,2263.0,4433.0,50671.0
798,Arizona,Apache County,"                                                    B19013_001E  B23025_002E  \
Apache County, Arizona: Summary level: 050, sta...        30480        20284   

                                                    B23025_003E  B23025_004E  \
Apache County, Arizona: Summary level: 050, sta...        20284        18767   

                                                    B23025_005E  B23025_006E  \
Apache County, Arizona: Summary level: 050, sta...         1517            0   

                                                    B23025_007E  
Apache County, Arizona: Summary level: 050, sta...        34685  ",30480,20284.0,20284.0,18767.0,1517.0,0.0,34685.0
799,Arizona,Yuma County,"                                                    B19013_001E  B23025_002E  \
Yuma County, Arizona: Summary level: 050, state...        46419        91175   

                                                    B23025_003E  B23025_004E  \
Yuma County, Arizona: Summary level: 050, state...        86956        74056   

                                                    B23025_005E  B23025_006E  \
Yuma County, Arizona: Summary level: 050, state...        12900         4219   

                                                    B23025_007E  
Yuma County, Arizona: Summary level: 050, state...        73569  ",46419,91175.0,86956.0,74056.0,12900.0,4219.0,73569.0
800,Arizona,Navajo County,"                                                    B19013_001E  B23025_002E  \
Navajo County, Arizona: Summary level: 050, sta...        38897        38685   

                                                    B23025_003E  B23025_004E  \
Navajo County, Arizona: Summary level: 050, sta...        38580        34754   

                                                    B23025_005E  B23025_006E  \
Navajo County, Arizona: Summary level: 050, sta...         3826          105   

                                                    B23025_007E  
Navajo County, Arizona: Summary level: 050, sta...        45901  ",38897,38685.0,38580.0,34754.0,3826.0,105.0,45901.0
801,Indiana,Tippecanoe County,"                                                    B19013_001E  B23025_002E  \
Tippecanoe County, Indiana: Summary level: 050,...        49352       102204   

                                                    B23025_003E  B23025_004E  \
Tippecanoe County, Indiana: Summary level: 050,...       102050        99284   

                                                    B23025_005E  B23025_006E  \
Tippecanoe County, Indiana: Summary level: 050,...         2766          154   

                                                    B23025_007E  
Tippecanoe County, Indiana: Summary level: 050,...        57360  ",49352,102204.0,102050.0,99284.0,2766.0,154.0,57360.0
802,Indiana,Hamilton County,"                                                    B19013_001E  B23025_002E  \
Hamilton County, Indiana: Summary level: 050, s...       105062       186125   

                                                    B23025_003E  B23025_004E  \
Hamilton County, Indiana: Summary level: 050, s...       186125       180528   

                                                    B23025_005E  B23025_006E  \
Hamilton County, Indiana: Summary level: 050, s...         5597            0   

                                                    B23025_007E  
Hamilton County, Indiana: Summary level: 050, s...        72953  ",105062,186125.0,186125.0,180528.0,5597.0,0.0,72953.0
803,Indiana,Bartholomew County,"                                                    B19013_001E  B23025_002E  \
Bartholomew County, Indiana: Summary level: 050...        72555        42774   

                                                    B23025_003E  B23025_004E  \
Bartholomew County, Indiana: Summary level: 050...        42733        41882   

                                                    B23025_005E  B23025_006E  \
Bartholomew County, Indiana: Summary level: 050...          851           41   

                                                    B23025_007E  
Bartholomew County, Indiana: Summary level: 050...        24124  ",72555,42774.0,42733.0,41882.0,851.0,41.0,24124.0
804,Indiana,Clark County,"                                                    B19013_001E  B23025_002E  \
Clark County, Indiana: Summary level: 050, stat...        59064        61828   

                                                    B23025_003E  B23025_004E  \
Clark County, Indiana: Summary level: 050, stat...        61661        59052   

                                                    B23025_005E  B23025_006E  \
Clark County, Indiana: Summary level: 050, stat...         2609          167   

                                                    B23025_007E  
Clark County, Indiana: Summary level: 050, stat...        32570  ",59064,61828.0,61661.0,59052.0,2609.0,167.0,32570.0
805,Indiana,Hendricks County,"                                                    B19013_001E  B23025_002E  \
Hendricks County, Indiana: Summary level: 050, ...        85381        93729   

                                                    B23025_003E  B23025_004E  \
Hendricks County, Indiana: Summary level: 050, ...        93729        91090   

                                                    B23025_005E  B23025_006E  \
Hendricks County, Indiana: Summary level: 050, ...         2639            0   

                                                    B23025_007E  
Hendricks County, Indiana: Summary level: 050, ...        39197  ",85381,93729.0,93729.0,91090.0,2639.0,0.0,39197.0
806,Indiana,Grant County,"                                                    B19013_001E  B23025_002E  \
Grant County, Indiana: Summary level: 050, stat...        47206        31818   

                                                    B23025_003E  B23025_004E  \
Grant County, Indiana: Summary level: 050, stat...        31778        29992   

                                                    B23025_005E  B23025_006E  \
Grant County, Indiana: Summary level: 050, stat...         1786           40   

                                                    B23025_007E  
Grant County, Indiana: Summary level: 050, stat...        22090  ",47206,31818.0,31778.0,29992.0,1786.0,40.0,22090.0
807,Iowa,Dubuque County,"                                                    B19013_001E  B23025_002E  \
Dubuque County, Iowa: Summary level: 050, state...        62178        53869   

                                                    B23025_003E  B23025_004E  \
Dubuque County, Iowa: Summary level: 050, state...        53848        52342   

                                                    B23025_005E  B23025_006E  \
Dubuque County, Iowa: Summary level: 050, state...         1506           21   

                                                    B23025_007E  
Dubuque County, Iowa: Summary level: 050, state...        24400  ",62178,53869.0,53848.0,52342.0,1506.0,21.0,24400.0
808,Iowa,Polk County,"                                                    B19013_001E  B23025_002E  \
Polk County, Iowa: Summary level: 050, state:19...        66918       272876   

                                                    B23025_003E  B23025_004E  \
Polk County, Iowa: Summary level: 050, state:19...       272436       259751   

                                                    B23025_005E  B23025_006E  \
Polk County, Iowa: Summary level: 050, state:19...        12685          440   

                                                    B23025_007E  
Polk County, Iowa: Summary level: 050, state:19...       109132  ",66918,272876.0,272436.0,259751.0,12685.0,440.0,109132.0
809,Iowa,Story County,"                                                    B19013_001E  B23025_002E  \
Story County, Iowa: Summary level: 050, state:1...        63107        53560   

                                                    B23025_003E  B23025_004E  \
Story County, Iowa: Summary level: 050, state:1...        53560        50917   

                                                    B23025_005E  B23025_006E  \
Story County, Iowa: Summary level: 050, state:1...         2643            0   

                                                    B23025_007E  
Story County, Iowa: Summary level: 050, state:1...        29766  ",63107,53560.0,53560.0,50917.0,2643.0,0.0,29766.0
810,Iowa,Woodbury County,"                                                    B19013_001E  B23025_002E  \
Woodbury County, Iowa: Summary level: 050, stat...        58945        55143   

                                                    B23025_003E  B23025_004E  \
Woodbury County, Iowa: Summary level: 050, stat...        55079        53362   

                                                    B23025_005E  B23025_006E  \
Woodbury County, Iowa: Summary level: 050, stat...         1717           64   

                                                    B23025_007E  
Woodbury County, Iowa: Summary level: 050, stat...        23919  ",58945,55143.0,55079.0,53362.0,1717.0,64.0,23919.0
